orthogroup,cm_protein,cz_protein
OG0005032,KAF2216839,KAM3424717.1
OG0005033,KAF2216833,KAM3424723.1
OG0005034,KAF2216832,KAM3424724.1
OG0005035,KAF2216829,KAM3424727.1
OG0005036,KAF2216828,KAM3424728.1
OG0005037,KAF2216827,KAM3424729.1
OG0005038,KAF2216826,KAM3424730.1
OG0005039,KAF2216825,KAM3424731.1
OG0005040,KAF2216822,KAM3424734.1
OG0005041,KAF2216821,KAM3424735.1
OG0005042,KAF2216819,KAM3424737.1
OG0005043,KAF2216818,KAM3424738.1
OG0005044,KAF2216816,KAM3424743.1
OG0005045,KAF2216814,KAM3424744.1
OG0005046,KAF2216811,KAM3424747.1
OG0005047,KAF2216802,KAM3424756.1
OG0005048,KAF2216792,KAM3424765.1
OG0005049,KAF2216790,KAM3424767.1
OG0005050,KAF2216788,KAM3424773.1
OG0005051,KAF2216775,KAM3424786.1
OG0005052,KAF2216773,KAM3424788.1
OG0005053,KAF2216771,KAM3424790.1
OG0005054,KAF2216768,KAM3424795.1
OG0005055,KAF2216767,KAM3424796.1
OG0005056,KAF2216759,KAM3424801.1
OG0005057,KAF2216754,KAM3424806.1
OG0005058,KAF2216752,KAM3424808.1
OG0005059,KAF2216748,KAM3424812.1
OG0005060,KAF2216747,KAM3424813.1
OG0005061,KAF2216746,KAM3424814.1
OG0005062,KAF2216744,KAM3424816.1
OG0005063,KAF2216743,KAM3424817.1
OG0005064,KAF2216736,KAM3424824.1
OG0005065,KAF2216735,KAM3424825.1
OG0005066,KAF2216733,KAM3424826.1
OG0005067,KAF2216731,KAM3424828.1
OG0005068,KAF2216729,KAM3424831.1
OG0005069,KAF2216722,KAM3424839.1
OG0005070,KAF2216716,KAM3424847.1
OG0005071,KAF2216714,KAM3424854.1
OG0005072,KAF2216708,KAM3424862.1
OG0005073,KAF2216706,KAM3424864.1
OG0005075,KAF2216698,KAM3424872.1
OG0005076,KAF2216697,KAM3424873.1
OG0005077,KAF2216690,KAM3424881.1
OG0005078,KAF2216680,KAM3424889.1
OG0005079,KAF2216679,KAM3424890.1
OG0005080,KAF2216673,KAM3424898.1
OG0005081,KAF2216669,KAM3424900.1
OG0005082,KAF2216668,KAM3424901.1
OG0005083,KAF2216109,KAM3424905.1
OG0005084,KAF2216106,KAM3424908.1
OG0005085,KAF2216105,KAM3424909.1
OG0005086,KAF2216103,KAM3424911.1
OG0005087,KAF2215625,KAM3425555.1
OG0005088,KAF2215626,KAM3425556.1
OG0005089,KAF2215627,KAM3425557.1
OG0005090,KAF2215628,KAM3425558.1
OG0005091,KAF2215631,KAM3425561.1
OG0005092,KAF2215636,KAM3425565.1
OG0005093,KAF2215637,KAM3425566.1
OG0005094,KAF2215641,KAM3425570.1
OG0005095,KAF2215648,KAM3425578.1
OG0005096,KAF2215649,KAM3425579.1
OG0005097,KAF2215650,KAM3425580.1
OG0005098,KAF2215651,KAM3425581.1
OG0005099,KAF2215652,KAM3425583.1
OG0005100,KAF2215653,KAM3425585.1
OG0005101,KAF2215656,KAM3425588.1
OG0005102,KAF2215657,KAM3425589.1
OG0005103,KAF2215658,KAM3425590.1
OG0005104,KAF2215659,KAM3425591.1
OG0005105,KAF2215663,KAM3425595.1
OG0005106,KAF2215667,KAM3425598.1
OG0005107,KAF2215669,KAM3425599.1
OG0005108,KAF2215671,KAM3425601.1
OG0005109,KAF2215675,KAM3425605.1
OG0005111,KAF2215679,KAM3425610.1
OG0005112,KAF2215680,KAM3425611.1
OG0005113,KAF2215681,KAM3425612.1
OG0005114,KAF2215682,KAM3425613.1
OG0005115,KAF2215683,KAM3425614.1
OG0005116,KAF2215684,KAM3425615.1
OG0005117,KAF2215687,KAM3425618.1
OG0005118,KAF2215688,KAM3425619.1
OG0005120,KAF2215692,KAM3425625.1
OG0005121,KAF2211677,KAM3425305.1
OG0005122,KAF2211678,KAM3425306.1
OG0005123,KAF2211681,KAM3425312.1
OG0005124,KAF2211682,KAM3425313.1
OG0005125,KAF2211683,KAM3425314.1
OG0005126,KAF2211684,KAM3425315.1
OG0005127,KAF2211688,KAM3425320.1
OG0005128,KAF2211691,KAM3425324.1
OG0005129,KAF2211692,KAM3425326.1
OG0005130,KAF2211693,KAM3425327.1
OG0005131,KAF2211695,KAM3425329.1
OG0005132,KAF2211699,KAM3425332.1
OG0005133,KAF2211700,KAM3425333.1
OG0005134,KAF2211703,KAM3425337.1
OG0005135,KAF2211705,KAM3425338.1
OG0005136,KAF2211706,KAM3425339.1
OG0005137,KAF2211708,KAM3425342.1
OG0005138,KAF2211709,KAM3425343.1
OG0005139,KAF2211710,KAM3425344.1
OG0005140,KAF2211711,KAM3425345.1
OG0005141,KAF2211715,KAM3425349.1
OG0005142,KAF2211721,KAM3425354.1
OG0005143,KAF2211728,KAM3425360.1
OG0005144,KAF2211730,KAM3425361.1
OG0005145,KAF2211731,KAM3425362.1
OG0005146,KAF2211732,KAM3425363.1
OG0005147,KAF2211738,KAM3425371.1
OG0005148,KAF2211739,KAM3425372.1
OG0005149,KAF2211744,KAM3425377.1
OG0005150,KAF2211746,KAM3425379.1
OG0005151,KAF2211747,KAM3425380.1
OG0005152,KAF2211754,KAM3425384.1
OG0005153,KAF2211756,KAM3425386.1
OG0005154,KAF2211760,KAM3425390.1
OG0005155,KAF2211762,KAM3425393.1
OG0005156,KAF2211763,KAM3425394.1
OG0005157,KAF2211766,KAM3425398.1
OG0005158,KAF2211767,KAM3425399.1
OG0005159,KAF2211769,KAM3425401.1
OG0005160,KAF2211770,KAM3425402.1
OG0005161,KAF2211771,KAM3425404.1
OG0005162,KAF2211772,KAM3425406.1
OG0005163,KAF2211777,KAM3425411.1
OG0005164,KAF2211778,KAM3425413.1
OG0005165,KAF2211779,KAM3425414.1
OG0005166,KAF2211783,KAM3425418.1
OG0005167,KAF2211787,KAM3425421.1
OG0005168,KAF2211788,KAM3425422.1
OG0005169,KAF2211791,KAM3425424.1
OG0005170,KAF2211792,KAM3425425.1
OG0005171,KAF2211797,KAM3425430.1
OG0005172,KAF2211802,KAM3425436.1
OG0005173,KAF2211803,KAM3425437.1
OG0005174,KAF2211805,KAM3425439.1
OG0005175,KAF2211808,KAM3425443.1
OG0005176,KAF2211809,KAM3425444.1
OG0005177,KAF2211811,KAM3425446.1
OG0005178,KAF2211812,KAM3425447.1
OG0005179,KAF2211813,KAM3425448.1
OG0005180,KAF2211816,KAM3425451.1
OG0005181,KAF2211818,KAM3425452.1
OG0005182,KAF2211819,KAM3425454.1
OG0005183,KAF2211823,KAM3425458.1
OG0005185,KAF2211832,KAM3425466.1
OG0005186,KAF2211833,KAM3425468.1
OG0005187,KAF2211834,KAM3425469.1
OG0005188,KAF2211835,KAM3425470.1
OG0005189,KAF2211838,KAM3425473.1
OG0005190,KAF2211843,KAM3425476.1
OG0005191,KAF2211844,KAM3425477.1
OG0005192,KAF2211846,KAM3425479.1
OG0005193,KAF2215549,KAM3425481.1
OG0005194,KAF2215551,KAM3425483.1
OG0005195,KAF2215552,KAM3425485.1
OG0005196,KAF2215554,KAM3425487.1
OG0005197,KAF2215555,KAM3425488.1
OG0005198,KAF2215564,KAM3425496.1
OG0005199,KAF2215563,KAM3425495.1
OG0005200,KAF2215561,KAM3425493.1
OG0005201,KAF2215572,KAM3425503.1
OG0005202,KAF2215573,KAM3425505.1
OG0005203,KAF2215574,KAM3425506.1
OG0005204,KAF2215577,KAM3425508.1
OG0005205,KAF2215578,KAM3425509.1
OG0005206,KAF2215581,KAM3425511.1
OG0005207,KAF2215585,KAM3425514.1
OG0005208,KAF2215587,KAM3425515.1
OG0005209,KAF2215591,KAM3425520.1
OG0005210,KAF2215594,KAM3425523.1
OG0005211,KAF2215595,KAM3425524.1
OG0005212,KAF2215596,KAM3425525.1
OG0005213,KAF2215597,KAM3425526.1
OG0005214,KAF2215598,KAM3425527.1
OG0005215,KAF2215600,KAM3425530.1
OG0005216,KAF2215603,KAM3425532.1
OG0005217,KAF2215607,KAM3425538.1
OG0005218,KAF2215608,KAM3425539.1
OG0005219,KAF2215611,KAM3425541.1
OG0005220,KAF2215614,KAM3425543.1
OG0005221,KAF2215621,KAM3425551.1
OG0005222,KAF2215620,KAM3425550.1
OG0005223,KAF2215618,KAM3425549.1
OG0005224,KAF2215617,KAM3425547.1
OG0005225,KAF2215623,KAM3425553.1
OG0005226,KAF2216097,KAM3418444.1
OG0005227,KAF2216088,KAM3424925.1
OG0005228,KAF2216086,KAM3424928.1
OG0005229,KAF2216085,KAM3424929.1
OG0005230,KAF2216071,KAM3424948.1
OG0005231,KAF2216070,KAM3424949.1
OG0005232,KAF2216066,KAM3424955.1
OG0005233,KAF2216065,KAM3424956.1
OG0005234,KAF2216063,KAM3424958.1
OG0005235,KAF2216060,KAM3424960.1
OG0005236,KAF2216059,KAM3424961.1
OG0005237,KAF2216058,KAM3424962.1
OG0005238,KAF2216056,KAM3424963.1
OG0005239,KAF2216055,KAM3424964.1
OG0005240,KAF2216054,KAM3424965.1
OG0005241,KAF2216053,KAM3424966.1
OG0005242,KAF2216051,KAM3424968.1
OG0005243,KAF2216049,KAM3424970.1
OG0005244,KAF2216048,KAM3424971.1
OG0005245,KAF2216047,KAM3424972.1
OG0005246,KAF2216045,KAM3424974.1
OG0005247,KAF2216044,KAM3424975.1
OG0005248,KAF2216043,KAM3424978.1
OG0005249,KAF2216037,KAM3424984.1
OG0005250,KAF2216036,KAM3424985.1
OG0005251,KAF2216031,KAM3424991.1
OG0005252,KAF2216026,KAM3424995.1
OG0005253,KAF2216023,KAM3424999.1
OG0005254,KAF2216022,KAM3425000.1
OG0005255,KAF2216021,KAM3425001.1
OG0005256,KAF2216017,KAM3425004.1
OG0005257,KAF2216016,KAM3425005.1
OG0005258,KAF2216012,KAM3425009.1
OG0005259,KAF2216011,KAM3425010.1
OG0005260,KAF2216009,KAM3425011.1
OG0005261,KAF2216008,KAM3425012.1
OG0005262,KAF2216004,KAM3425017.1
OG0005263,KAF2216003,KAM3425020.1
OG0005264,KAF2216000,KAM3425022.1
OG0005265,KAF2215997,KAM3425025.1
OG0005266,KAF2215991,KAM3425029.1
OG0005267,KAF2215990,KAM3425030.1
OG0005268,KAF2215989,KAM3425031.1
OG0005269,KAF2215988,KAM3425032.1
OG0005270,KAF2215987,KAM3425033.1
OG0005271,KAF2215986,KAM3425034.1
OG0005272,KAF2215983,KAM3425037.1
OG0005273,KAF2215976,KAM3425042.1
OG0005274,KAF2215975,KAM3425043.1
OG0005275,KAF2215971,KAM3425048.1
OG0005276,KAF2215969,KAM3425050.1
OG0005277,KAF2215967,KAM3425052.1
OG0005278,KAF2215966,KAM3425053.1
OG0005279,KAF2215965,KAM3425054.1
OG0005280,KAF2215963,KAM3425056.1
OG0005281,KAF2215961,KAM3425058.1
OG0005282,KAF2215956,KAM3425063.1
OG0005283,KAF2215953,KAM3425065.1
OG0005284,KAF2215950,KAM3425068.1
OG0005285,KAF2215945,KAM3425074.1
OG0005286,KAF2215942,KAM3425076.1
OG0005287,KAF2215941,KAM3425077.1
OG0005288,KAF2215940,KAM3425078.1
OG0005289,KAF2215938,KAM3425080.1
OG0005290,KAF2215934,KAM3425083.1
OG0005291,KAF2215933,KAM3425084.1
OG0005292,KAF2215930,KAM3425087.1
OG0005293,KAF2215929,KAM3425088.1
OG0005294,KAF2215926,KAM3425090.1
OG0005295,KAF2215925,KAM3425091.1
OG0005296,KAF2215919,KAM3425099.1
OG0005297,KAF2215916,KAM3425102.1
OG0005298,KAF2215788,KAM3425238.1
OG0005299,KAF2215790,KAM3425236.1
OG0005300,KAF2215783,KAM3425242.1
OG0005302,KAF2215904,KAM3425119.1
OG0005303,KAF2215903,KAM3425120.1
OG0005304,KAF2215901,KAM3425122.1
OG0005305,KAF2215900,KAM3425123.1
OG0005306,KAF2215895,KAM3425129.1
OG0005307,KAF2215894,KAM3425130.1
OG0005308,KAF2215893,KAM3425131.1
OG0005309,KAF2215863,KAM3425146.1
OG0005310,KAF2215866,KAM3425151.1
OG0005311,KAF2215867,KAM3425152.1
OG0005312,KAF2215868,KAM3425153.1
OG0005313,KAF2215869,KAM3425154.1
OG0005314,KAF2215872,KAM3425156.1
OG0005315,KAF2215873,KAM3425157.1
OG0005316,KAF2215875,KAM3425159.1
OG0005317,KAF2215877,KAM3425160.1
OG0005318,KAF2215882,KAM3425161.1
OG0005319,KAF2215878,KAM3425166.1
OG0005320,KAF2215857,KAM3425168.1
OG0005321,KAF2215853,KAM3425171.1
OG0005322,KAF2215852,KAM3425172.1
OG0005323,KAF2215849,KAM3425175.1
OG0005324,KAF2215848,KAM3425176.1
OG0005325,KAF2215847,KAM3425177.1
OG0005326,KAF2215842,KAM3425182.1
OG0005327,KAF2215841,KAM3425183.1
OG0005328,KAF2215837,KAM3425186.1
OG0005329,KAF2215835,KAM3425188.1
OG0005330,KAF2215834,KAM3425189.1
OG0005331,KAF2215831,KAM3425193.1
OG0005332,KAF2215830,KAM3425194.1
OG0005333,KAF2215825,KAM3425198.1
OG0005334,KAF2215823,KAM3425201.1
OG0005335,KAF2215822,KAM3425202.1
OG0005336,KAF2215819,KAM3425206.1
OG0005337,KAF2215818,KAM3425207.1
OG0005338,KAF2215817,KAM3425208.1
OG0005339,KAF2215816,KAM3425209.1
OG0005340,KAF2215809,KAM3425215.1
OG0005341,KAF2215808,KAM3425216.1
OG0005342,KAF2215802,KAM3425221.1
OG0005343,KAF2215801,KAM3425222.1
OG0005344,KAF2215799,KAM3425225.1
OG0005345,KAF2215779,KAM3425245.1
OG0005346,KAF2215776,KAM3425248.1
OG0005347,KAF2215775,KAM3425249.1
OG0005348,KAF2215774,KAM3425250.1
OG0005349,KAF2215770,KAM3425252.1
OG0005351,KAF2215768,KAM3425255.1
OG0005352,KAF2215764,KAM3425259.1
OG0005353,KAF2215760,KAM3425265.1
OG0005354,KAF2215755,KAM3425269.1
OG0005355,KAF2215752,KAM3425272.1
OG0005356,KAF2215747,KAM3425276.1
OG0005357,KAF2215746,KAM3425277.1
OG0005358,KAF2215743,KAM3425280.1
OG0005359,KAF2215723,KAM3425282.1
OG0005360,KAF2215721,KAM3425284.1
OG0005361,KAF2215713,KAM3425290.1
OG0005362,KAF2215711,KAM3425292.1
OG0005363,KAF2215709,KAM3425294.1
OG0005364,KAF2215708,KAM3425295.1
OG0005365,KAF2215705,KAM3425298.1
OG0005366,KAF2215704,KAM3425299.1
OG0005367,KAF2215703,KAM3425300.1
OG0005369,KAF2207270,KAM3425747.1
OG0005370,KAF2207268,KAM3425750.1
OG0005371,KAF2207266,KAM3425752.1
OG0005372,KAF2207265,KAM3425753.1
OG0005373,KAF2207264,KAM3425754.1
OG0005374,KAF2207263,KAM3425755.1
OG0005375,KAF2207306,KAM3425704.1
OG0005376,KAF2207315,KAM3425697.1
OG0005377,KAF2207317,KAM3425695.1
OG0005378,KAF2207320,KAM3425692.1
OG0005379,KAF2207321,KAM3425691.1
OG0005380,KAF2211631,KAM3425686.1
OG0005381,KAF2211636,KAM3425680.1
OG0005383,KAF2211643,KAM3425658.1
OG0005385,KAF2211648,KAM3425652.1
OG0005388,KAF2207255,KAM3425766.1
OG0005389,KAF2207249,KAM3425772.1
OG0005390,KAF2207247,KAM3425773.1
OG0005391,KAF2207246,KAM3425774.1
OG0005392,KAF2207244,KAM3425775.1
OG0005393,KAF2207243,KAM3425776.1
OG0005394,KAF2207241,KAM3425778.1
OG0005395,KAF2207240,KAM3425779.1
OG0005396,KAF2207237,KAM3425784.1
OG0005397,KAF2207233,KAM3425789.1
OG0005398,KAF2207231,KAM3425790.1
OG0005399,KAF2207229,KAM3425793.1
OG0005400,KAF2211672,KAM3425630.1
OG0005402,KAF2211669,KAM3425633.1
OG0005403,KAF2211668,KAM3425634.1
OG0005404,KAF2211662,KAM3425639.1
OG0005405,KAF2211651,KAM3425648.1
OG0005406,KAF2207258,KAM3425762.1
OG0005407,KAF2207284,KAM3425721.1
OG0005408,KAF2207286,KAM3425723.1
OG0005409,KAF2207290,KAM3425727.1
OG0005410,KAF2207292,KAM3425719.1
OG0005411,KAF2207293,KAM3425718.1
OG0005412,KAF2207296,KAM3425715.1
OG0005413,KAF2207299,KAM3425711.1
OG0005414,KAF2207302,KAM3425708.1
OG0005415,KAF2207262,KAM3425757.1
OG0005416,KAF2207277,KAM3425733.1
OG0005417,KAF2207276,KAM3425735.1
OG0005418,KAF2215076,KAM3416595.1
OG0005419,KAF2213780,KAM3416594.1
OG0005420,KAF2213783,KAM3416591.1
OG0005421,KAF2213784,KAM3416589.1
OG0005422,KAF2213785,KAM3416588.1
OG0005423,KAF2213789,KAM3416584.1
OG0005424,KAF2213791,KAM3416581.1
OG0005425,KAF2213795,KAM3416577.1
OG0005426,KAF2213798,KAM3416575.1
OG0005427,KAF2213801,KAM3416572.1
OG0005428,KAF2213810,KAM3416567.1
OG0005429,KAF2213812,KAM3416565.1
OG0005430,KAF2213818,KAM3416552.1
OG0005431,KAF2213819,KAM3416551.1
OG0005432,KAF2213823,KAM3416547.1
OG0005433,KAF2213824,KAM3416546.1
OG0005434,KAF2213827,KAM3416543.1
OG0005435,KAF2213828,KAM3416542.1
OG0005436,KAF2213829,KAM3416541.1
OG0005437,KAF2207078,KAM3417090.1
OG0005438,KAF2207079,KAM3417091.1
OG0005439,KAF2207080,KAM3417092.1
OG0005440,KAF2207081,KAM3417094.1
OG0005441,KAF2207083,KAM3417097.1
OG0005442,KAF2207086,KAM3417100.1
OG0005443,KAF2207087,KAM3417101.1
OG0005444,KAF2207089,KAM3417103.1
OG0005445,KAF2207090,KAM3417104.1
OG0005446,KAF2207091,KAM3417105.1
OG0005447,KAF2207092,KAM3417106.1
OG0005448,KAF2207034,KAM3417157.1
OG0005449,KAF2215547,KAM3417154.1
OG0005450,KAF2207050,KAM3417139.1
OG0005451,KAF2207053,KAM3417143.1
OG0005452,KAF2207054,KAM3417144.1
OG0005453,KAF2207056,KAM3417145.1
OG0005454,KAF2207057,KAM3417146.1
OG0005455,KAF2215327,KAM3416851.1
OG0005456,KAF2215329,KAM3416853.1
OG0005457,KAF2215330,KAM3416855.1
OG0005458,KAF2215335,KAM3416861.1
OG0005459,KAF2215342,KAM3416868.1
OG0005460,KAF2215145,KAM3416666.1
OG0005461,KAF2215138,KAM3416659.1
OG0005462,KAF2215137,KAM3416658.1
OG0005463,KAF2215136,KAM3416657.1
OG0005464,KAF2215135,KAM3416656.1
OG0005465,KAF2215133,KAM3416651.1
OG0005466,KAF2215131,KAM3416649.1
OG0005467,KAF2215130,KAM3416648.1
OG0005468,KAF2215123,KAM3416640.1
OG0005469,KAF2215121,KAM3416638.1
OG0005470,KAF2215120,KAM3416637.1
OG0005471,KAF2215118,KAM3416635.1
OG0005472,KAF2215114,KAM3416629.1
OG0005473,KAF2215113,KAM3416628.1
OG0005474,KAF2215109,KAM3416624.1
OG0005475,KAF2215106,KAM3416621.1
OG0005476,KAF2215104,KAM3416619.1
OG0005477,KAF2215099,KAM3416616.1
OG0005478,KAF2215098,KAM3416615.1
OG0005479,KAF2215096,KAM3416613.1
OG0005480,KAF2215092,KAM3416609.1
OG0005481,KAF2215091,KAM3416608.1
OG0005482,KAF2215088,KAM3416607.1
OG0005483,KAF2215086,KAM3416605.1
OG0005484,KAF2207026,KAM3417163.1
OG0005485,KAF2207027,KAM3417162.1
OG0005486,KAF2207062,KAM3417151.1
OG0005487,KAF2207061,KAM3417150.1
OG0005488,KAF2215319,KAM3416846.1
OG0005489,KAF2215313,KAM3416839.1
OG0005490,KAF2215305,KAM3416831.1
OG0005491,KAF2215299,KAM3416825.1
OG0005492,KAF2215298,KAM3416824.1
OG0005493,KAF2215294,KAM3416820.1
OG0005494,KAF2215288,KAM3416814.1
OG0005495,KAF2215287,KAM3416813.1
OG0005496,KAF2215286,KAM3416812.1
OG0005497,KAF2215282,KAM3416808.1
OG0005499,KAF2215275,KAM3416802.1
OG0005500,KAF2213892,KAM3416470.1
OG0005501,KAF2213893,KAM3416469.1
OG0005502,KAF2213896,KAM3416468.1
OG0005503,KAF2213898,KAM3416466.1
OG0005504,KAF2213899,KAM3416465.1
OG0005505,KAF2213901,KAM3416463.1
OG0005506,KAF2213903,KAM3416461.1
OG0005507,KAF2213907,KAM3416458.1
OG0005508,KAF2213909,KAM3416455.1
OG0005509,KAF2213910,KAM3416454.1
OG0005510,KAF2213911,KAM3416453.1
OG0005511,KAF2213917,KAM3416447.1
OG0005512,KAF2213918,KAM3416446.1
OG0005514,KAF2213927,KAM3416436.1
OG0005515,KAF2213939,KAM3416425.1
OG0005516,KAF2213937,KAM3416426.1
OG0005517,KAF2213936,KAM3416427.1
OG0005518,KAF2213935,KAM3416429.1
OG0005519,KAF2213934,KAM3416430.1
OG0005520,KAF2213932,KAM3416431.1
OG0005521,KAF2213940,KAM3416424.1
OG0005522,KAF2213941,KAM3416423.1
OG0005523,KAF2213944,KAM3416421.1
OG0005524,KAF2213948,KAM3416415.1
OG0005525,KAF2213954,KAM3416409.1
OG0005526,KAF2213955,KAM3416408.1
OG0005527,KAF2213956,KAM3416407.1
OG0005528,KAF2215255,KAM3416778.1
OG0005529,KAF2215257,KAM3416781.1
OG0005530,KAF2215262,KAM3416785.1
OG0005531,KAF2215263,KAM3416786.1
OG0005532,KAF2215265,KAM3416789.1
OG0005533,KAF2215267,KAM3416791.1
OG0005534,KAF2215268,KAM3416792.1
OG0005535,KAF2215269,KAM3416793.1
OG0005536,KAF2215272,KAM3416799.1
OG0005537,KAF2215273,KAM3416800.1
OG0005538,KAF2215274,KAM3416801.1
OG0005539,KAF2215215,KAM3416736.1
OG0005540,KAF2215209,KAM3416731.1
OG0005541,KAF2215208,KAM3416730.1
OG0005542,KAF2215207,KAM3416729.1
OG0005543,KAF2215204,KAM3416723.1
OG0005544,KAF2215202,KAM3416721.1
OG0005545,KAF2215200,KAM3416719.1
OG0005546,KAF2215197,KAM3416715.1
OG0005547,KAF2215195,KAM3416714.1
OG0005548,KAF2215190,KAM3416709.1
OG0005549,KAF2215188,KAM3416707.1
OG0005550,KAF2215187,KAM3416706.1
OG0005551,KAF2215186,KAM3416705.1
OG0005552,KAF2215185,KAM3416704.1
OG0005553,KAF2215184,KAM3416703.1
OG0005554,KAF2215183,KAM3416702.1
OG0005555,KAF2215182,KAM3416701.1
OG0005556,KAF2215181,KAM3416700.1
OG0005557,KAF2215180,KAM3416699.1
OG0005558,KAF2215179,KAM3416698.1
OG0005559,KAF2215177,KAM3416696.1
OG0005560,KAF2215176,KAM3416695.1
OG0005561,KAF2215170,KAM3416689.1
OG0005562,KAF2215165,KAM3416685.1
OG0005563,KAF2215164,KAM3416684.1
OG0005564,KAF2215161,KAM3416681.1
OG0005565,KAF2215159,KAM3416679.1
OG0005566,KAF2215153,KAM3416674.1
OG0005567,KAF2215152,KAM3416673.1
OG0005568,KAF2215151,KAM3416671.1
OG0005569,KAF2215349,KAM3416875.1
OG0005570,KAF2215350,KAM3416876.1
OG0005571,KAF2215353,KAM3416879.1
OG0005572,KAF2215354,KAM3416880.1
OG0005573,KAF2215357,KAM3416884.1
OG0005574,KAF2215360,KAM3416888.1
OG0005575,KAF2215362,KAM3416890.1
OG0005576,KAF2215363,KAM3416891.1
OG0005577,KAF2215365,KAM3416894.1
OG0005578,KAF2215366,KAM3416895.1
OG0005579,KAF2215367,KAM3416896.1
OG0005580,KAF2215373,KAM3416901.1
OG0005581,KAF2215374,KAM3416902.1
OG0005582,KAF2215375,KAM3416903.1
OG0005583,KAF2215376,KAM3416904.1
OG0005584,KAF2215378,KAM3416906.1
OG0005585,KAF2215379,KAM3416907.1
OG0005586,KAF2215388,KAM3416930.1
OG0005587,KAF2215390,KAM3416926.1
OG0005588,KAF2215391,KAM3416925.1
OG0005589,KAF2215392,KAM3416924.1
OG0005590,KAF2215394,KAM3416922.1
OG0005591,KAF2215396,KAM3416919.1
OG0005592,KAF2215397,KAM3416918.1
OG0005593,KAF2215398,KAM3416916.1
OG0005594,KAF2215400,KAM3416915.1
OG0005595,KAF2215405,KAM3417020.1
OG0005596,KAF2215406,KAM3417019.1
OG0005597,KAF2215420,KAM3417018.1
OG0005598,KAF2215425,KAM3417012.1
OG0005599,KAF2215429,KAM3417009.1
OG0005600,KAF2215431,KAM3417007.1
OG0005601,KAF2214000,KAM3416353.1
OG0005602,KAF2213997,KAM3416356.1
OG0005603,KAF2213995,KAM3416359.1
OG0005604,KAF2213994,KAM3416360.1
OG0005605,KAF2213983,KAM3416377.1
OG0005606,KAF2213981,KAM3416380.1
OG0005607,KAF2213961,KAM3416402.1
OG0005609,KAF2213966,KAM3416397.1
OG0005610,KAF2213968,KAM3416395.1
OG0005611,KAF2213969,KAM3416394.1
OG0005612,KAF2213970,KAM3416393.1
OG0005613,KAF2213971,KAM3416392.1
OG0005614,KAF2213973,KAM3416388.1
OG0005615,KAF2213974,KAM3416387.1
OG0005616,KAF2213959,KAM3416404.1
OG0005617,KAF2215246,KAM3416769.1
OG0005618,KAF2215245,KAM3416767.1
OG0005619,KAF2215242,KAM3416764.1
OG0005620,KAF2215241,KAM3416763.1
OG0005621,KAF2215239,KAM3416762.1
OG0005622,KAF2215237,KAM3416760.1
OG0005623,KAF2215236,KAM3416759.1
OG0005624,KAF2215232,KAM3416756.1
OG0005625,KAF2215231,KAM3416754.1
OG0005626,KAF2215229,KAM3416752.1
OG0005627,KAF2215228,KAM3416750.1
OG0005628,KAF2215227,KAM3416749.1
OG0005629,KAF2215224,KAM3416745.1
OG0005630,KAF2215223,KAM3416744.1
OG0005631,KAF2215222,KAM3416743.1
OG0005632,KAF2215218,KAM3416739.1
OG0005633,KAF2213890,KAM3416474.1
OG0005634,KAF2213887,KAM3416477.1
OG0005635,KAF2213882,KAM3416483.1
OG0005636,KAF2213878,KAM3416486.1
OG0005637,KAF2213876,KAM3416489.1
OG0005638,KAF2213873,KAM3416493.1
OG0005639,KAF2213872,KAM3416494.1
OG0005640,KAF2213871,KAM3416495.1
OG0005641,KAF2214073,KAM3416280.1
OG0005642,KAF2214070,KAM3416284.1
OG0005643,KAF2214071,KAM3416283.1
OG0005644,KAF2214056,KAM3416295.1
OG0005645,KAF2214054,KAM3416298.1
OG0005646,KAF2214051,KAM3416301.1
OG0005647,KAF2215524,KAM3417046.1
OG0005648,KAF2215523,KAM3417047.1
OG0005649,KAF2215521,KAM3417049.1
OG0005650,KAF2215520,KAM3417050.1
OG0005652,KAF2215434,KAM3417004.1
OG0005653,KAF2215436,KAM3417002.1
OG0005654,KAF2215437,KAM3417000.1
OG0005655,KAF2214126,KAM3416230.1
OG0005656,KAF2214163,KAM3416173.1
OG0005657,KAF2214165,KAM3416175.1
OG0005658,KAF2214167,KAM3416177.1
OG0005659,KAF2214168,KAM3416178.1
OG0005660,KAF2214172,KAM3416184.1
OG0005661,KAF2215443,KAM3416994.1
OG0005662,KAF2215446,KAM3416990.1
OG0005663,KAF2215449,KAM3416986.1
OG0005664,KAF2215450,KAM3416985.1
OG0005665,KAF2215451,KAM3416984.1
OG0005666,KAF2215456,KAM3416980.1
OG0005667,KAF2215461,KAM3416977.1
OG0005668,KAF2215459,KAM3416978.1
OG0005669,KAF2215463,KAM3416975.1
OG0005670,KAF2215469,KAM3416968.1
OG0005671,KAF2215479,KAM3416958.1
OG0005672,KAF2215481,KAM3416954.1
OG0005673,KAF2215483,KAM3416950.1
OG0005674,KAF2215485,KAM3416948.1
OG0005675,KAF2215487,KAM3416946.1
OG0005676,KAF2215488,KAM3416945.1
OG0005677,KAF2215491,KAM3416941.1
OG0005678,KAF2215492,KAM3416940.1
OG0005679,KAF2215495,KAM3416938.1
OG0005680,KAF2215496,KAM3416937.1
OG0005681,KAF2215497,KAM3416936.1
OG0005682,KAF2215498,KAM3416935.1
